GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,Actual_Mean_Income,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16
8600000US12835,12835,ZCTA5 12835,638,97,382,74,256,53,(X),(X),51667,6165,36029,5615,49631,4319,55799,6569,40427,4606
8600000US12836,12836,ZCTA5 12836,151,49,76,25,75,30,(X),(X),39583,5594,39821,8697,49134,8350,54713,11045,43481,8978
8600000US12837,12837,ZCTA5 12837,347,270,199,138,148,137,(X),(X),47215,7705,16538,11768,41983,5453,56872,6733,21963,13068
8600000US12838,12838,ZCTA5 12838,220,60,141,51,79,28,(X),(X),52880,8047,45313,8735,51815,7821,55687,11347,44906,6394
8600000US12839,12839,ZCTA5 12839,4079,353,2191,250,1888,233,(X),(X),45013,5562,34918,4211,47627,3722,53369,5133,40964,4314
8600000US12841,12841,ZCTA5 12841,24,24,11,13,13,13,(X),(X),21964,21308,-,**,121108,145325,163827,203207,84962,103960
8600000US12842,12842,ZCTA5 12842,188,92,67,56,121,58,(X),(X),22311,18052,44097,11462,37534,5758,31054,10691,41121,5761
8600000US12843,12843,ZCTA5 12843,106,43,52,28,54,32,(X),(X),31500,24446,31176,5797,39820,14166,53200,25304,26935,5605
8600000US12844,12844,ZCTA5 12844,45,38,25,22,20,18,(X),(X),83594,70093,-,**,87118,49069,69928,32482,108605,82483
8600000US12845,12845,ZCTA5 12845,1294,187,730,132,564,126,(X),(X),61346,13099,39348,4797,65663,10549,80076,17065,47007,5423
8600000US12846,12846,ZCTA5 12846,1014,193,607,165,407,103,(X),(X),43732,3090,37821,6123,46030,6010,49498,9551,40858,5244
8600000US12847,12847,ZCTA5 12847,49,14,27,10,22,11,(X),(X),41750,5195,50833,47564,44073,6429,45989,8723,41723,10069
8600000US12849,12849,ZCTA5 12849,94,101,47,50,47,51,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US12850,12850,ZCTA5 12850,1006,162,639,100,367,102,(X),(X),61898,10998,53250,10944,67900,11503,65937,8558,71317,27259
8600000US12851,12851,ZCTA5 12851,52,20,40,18,12,8,(X),(X),43500,10491,22500,10338,45910,13106,52845,16852,22792,4275
8600000US12852,12852,ZCTA5 12852,109,42,51,23,58,22,(X),(X),61750,5572,36250,8156,44413,6472,54184,9980,35821,5547
8600000US12853,12853,ZCTA5 12853,258,86,161,59,97,45,(X),(X),34821,11536,22292,13430,37804,6949,42462,8322,30072,10769
8600000US12855,12855,ZCTA5 12855,69,25,45,18,24,15,(X),(X),40875,3890,26667,12902,39558,5480,40809,6845,37213,11980
8600000US12856,12856,ZCTA5 12856,28,31,0,11,28,31,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US12857,12857,ZCTA5 12857,144,41,104,37,40,17,(X),(X),32206,6298,45625,17870,46508,9692,46107,10845,47550,9540
8600000US12858,12858,ZCTA5 12858,0,11,0,11,0,11,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US12859,12859,ZCTA5 12859,908,177,535,121,373,113,(X),(X),57813,15069,44016,8823,54267,5544,60008,6802,46033,8176
8600000US12860,12860,ZCTA5 12860,104,46,42,26,62,33,(X),(X),35625,13466,30750,7543,41814,9640,46507,13853,38635,10719
8600000US12861,12861,ZCTA5 12861,206,47,131,36,75,25,(X),(X),53750,15429,37125,9518,57036,13514,66287,20274,40879,7418
8600000US12862,12862,ZCTA5 12862,0,11,0,11,0,11,(X),(X),-,**,-,**,-,**,-,**,-,**
8600000US12863,12863,ZCTA5 12863,266,98,176,61,90,50,(X),(X),47143,13392,55303,28569,54831,9865,57064,11706,50464,11545
8600000US12864,12864,ZCTA5 12864,0,11,0,11,0,11,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US12865,12865,ZCTA5 12865,1216,145,739,106,477,75,(X),(X),42813,4056,39293,4760,45899,3791,48239,4479,42273,4273
8600000US12866,12866,ZCTA5 12866,13534,605,8143,500,5391,525,(X),(X),66763,8494,50616,2066,82037,6177,93137,9281,65272,5515
8600000US12870,12870,ZCTA5 12870,240,87,167,72,73,36,(X),(X),50625,34186,-,**,50317,10117,51292,12080,48085,14637
8600000US12871,12871,ZCTA5 12871,1444,163,870,105,574,112,(X),(X),49554,5926,38553,8108,58122,13351,59300,10750,56338,19321
8600000US12872,12872,ZCTA5 12872,3,5,0,11,3,5,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US12873,12873,ZCTA5 12873,224,57,109,35,115,38,(X),(X),36932,17682,32375,26328,45359,8046,46019,10154,44734,9904
8600000US12874,12874,ZCTA5 12874,23,15,15,9,8,7,(X),(X),81250,30289,-,**,N,N,N,N,N,N
8600000US12878,12878,ZCTA5 12878,186,52,97,32,89,28,(X),(X),46250,10643,35938,5287,45599,4309,50589,6211,40162,6531
8600000US12883,12883,ZCTA5 12883,1571,261,775,150,796,192,(X),(X),46741,8775,27660,4935,53476,17274,67645,25039,39682,11338
8600000US12884,12884,ZCTA5 12884,124,47,79,35,45,18,(X),(X),35536,12224,30536,5239,41850,10550,44037,14888,38011,9628
8600000US12885,12885,ZCTA5 12885,1413,209,870,152,543,94,(X),(X),50745,6956,35164,7342,48138,6700,53620,10340,39355,5206
8600000US12886,12886,ZCTA5 12886,81,52,39,28,42,30,(X),(X),47946,16266,-,**,52104,13695,57662,21215,46943,18417
8600000US12887,12887,ZCTA5 12887,1338,174,784,121,554,122,(X),(X),47879,5857,27120,4493,43878,5880,52764,8604,31304,4509
8600000US12901,12901,ZCTA5 12901,9173,611,5213,388,3960,400,(X),(X),40911,2533,35104,4411,48569,2902,52946,3958,42807,2903
8600000US12903,12903,ZCTA5 12903,329,87,135,48,194,60,(X),(X),44625,14482,46500,5973,49729,5634,53982,9028,46770,6800
8600000US12910,12910,ZCTA5 12910,508,127,276,77,232,63,(X),(X),46196,5373,36667,11116,47259,5992,47153,5580,47385,12692
8600000US12911,12911,ZCTA5 12911,14,20,14,20,0,11,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US12912,12912,ZCTA5 12912,711,161,384,93,327,93,(X),(X),44107,5825,40450,11781,51177,9910,53735,8283,48174,14002
8600000US12913,12913,ZCTA5 12913,394,84,217,55,177,52,(X),(X),43750,8687,35066,5429,44997,5000,48620,8611,40555,5535
8600000US12914,12914,ZCTA5 12914,263,69,139,48,124,38,(X),(X),61131,14362,38182,14991,52102,7795,58115,10140,45360,7907
8600000US12916,12916,ZCTA5 12916,623,127,301,74,322,96,(X),(X),40170,6595,34130,4209,41149,4488,42442,4936,39940,7320
8600000US12917,12917,ZCTA5 12917,421,83,262,51,159,47,(X),(X),40735,9282,39375,7307,45909,3923,48648,5452,41394,6076
8600000US12918,12918,ZCTA5 12918,837,202,504,124,333,117,(X),(X),50000,17898,36283,5461,46136,6825,49404,7586,41189,7388
8600000US12919,12919,ZCTA5 12919,863,208,451,128,412,113,(X),(X),41650,12014,30104,10046,40855,5346,47751,7181,33306,6790
8600000US12920,12920,ZCTA5 12920,736,117,447,79,289,62,(X),(X),42569,6525,36827,2857,52489,7756,55630,12328,47630,6560
8600000US12921,12921,ZCTA5 12921,955,210,570,151,385,113,(X),(X),48333,21058,35573,10536,59845,8210,60415,10909,59001,17995
8600000US12922,12922,ZCTA5 12922,16,14,11,12,5,4,(X),(X),54219,2701,55625,37259,53838,7259,56909,3916,47080,19124
8600000US12923,12923,ZCTA5 12923,171,37,113,29,58,18,(X),(X),40625,12198,32083,5656,47034,5974,49034,7681,43138,7793
8600000US12924,12924,ZCTA5 12924,45,30,18,14,27,21,(X),(X),-,**,26250,11613,N,N,N,N,N,N
8600000US12926,12926,ZCTA5 12926,721,129,451,86,270,70,(X),(X),40739,7864,31500,10652,46442,4664,49841,5637,40764,7550
8600000US12927,12927,ZCTA5 12927,35,14,23,11,12,11,(X),(X),59531,8264,85833,55179,N,N,N,N,N,N
8600000US12928,12928,ZCTA5 12928,390,82,248,61,142,42,(X),(X),52788,11611,28043,2969,53189,9279,61736,12104,38263,10974
8600000US12929,12929,ZCTA5 12929,214,77,115,50,99,41,(X),(X),51375,11557,32404,9506,43578,4710,49123,6398,37137,7716
8600000US12930,12930,ZCTA5 12930,203,52,107,24,96,38,(X),(X),61042,11751,27321,4165,44966,5322,54175,6200,34702,7611
8600000US12932,12932,ZCTA5 12932,462,104,270,72,192,57,(X),(X),36739,7294,37125,7312,46209,5642,48645,8680,42784,5357
8600000US12933,12933,ZCTA5 12933,6,5,6,5,0,11,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US12934,12934,ZCTA5 12934,280,55,179,44,101,30,(X),(X),45375,10110,30938,10177,50226,9037,57425,13780,37466,4905
8600000US12935,12935,ZCTA5 12935,382,96,217,58,165,54,(X),(X),47847,14829,45875,11503,50908,6059,54200,9074,46579,4467
8600000US12936,12936,ZCTA5 12936,144,49,85,37,59,24,(X),(X),53295,6716,42250,21316,53321,7195,61561,8943,41449,9172
8600000US12937,12937,ZCTA5 12937,506,96,262,53,244,61,(X),(X),44250,7516,35469,7009,44549,4090,49733,5062,38982,6442
8600000US12939,12939,ZCTA5 12939,139,40,100,33,39,20,(X),(X),43182,8878,37404,5250,N,N,N,N,N,N
8600000US12941,12941,ZCTA5 12941,529,105,235,58,294,70,(X),(X),34861,5430,37500,6916,42789,3889,43832,7989,41956,4432
8600000US12942,12942,ZCTA5 12942,253,71,136,45,117,43,(X),(X),42143,9398,32125,14276,46041,7376,50459,13901,40905,11221
8600000US12943,12943,ZCTA5 12943,75,36,40,24,35,24,(X),(X),29583,19816,37083,31699,44363,10174,47443,17975,40843,9532
8600000US12944,12944,ZCTA5 12944,1282,160,709,107,573,100,(X),(X),43019,2610,33413,3642,44047,3265,48685,4704,38309,3631
8600000US12945,12945,ZCTA5 12945,165,65,97,49,68,48,(X),(X),49279,11921,44167,21734,N,N,N,N,N,N
8600000US12946,12946,ZCTA5 12946,1796,291,992,193,804,205,(X),(X),45221,12329,36310,4003,55737,9368,63975,13976,45572,7710
8600000US12950,12950,ZCTA5 12950,316,66,175,44,141,42,(X),(X),37604,3799,32891,10965,38496,3918,42087,5927,34039,3656
8600000US12952,12952,ZCTA5 12952,78,39,43,29,35,25,(X),(X),-,**,42344,23699,46591,9156,43677,12639,50171,10731
8600000US12953,12953,ZCTA5 12953,3352,268,1866,205,1486,170,(X),(X),51286,2394,36651,5342,55200,4357,64019,6674,44127,5059
8600000US12955,12955,ZCTA5 12955,122,48,78,31,44,23,(X),(X),51667,16522,47500,14759,54786,6391,58674,9720,47893,9180
8600000US12956,12956,ZCTA5 12956,296,134,185,98,111,61,(X),(X),39157,8822,30448,14973,37919,6535,44229,8738,27402,4877
8600000US12957,12957,ZCTA5 12957,628,267,343,129,285,170,(X),(X),38352,12983,35450,1916,43967,8825,48605,10338,38386,7228
8600000US12958,12958,ZCTA5 12958,702,199,372,138,330,107,(X),(X),42426,14053,53462,34037,46477,7968,43340,10514,50015,8994
8600000US12959,12959,ZCTA5 12959,562,214,297,122,265,131,(X),(X),44893,14314,31361,13088,41469,7429,51708,9925,29994,7645
8600000US12960,12960,ZCTA5 12960,441,176,283,114,158,78,(X),(X),34306,24180,41544,14143,44637,9147,44067,15040,45659,8504
8600000US12961,12961,ZCTA5 12961,55,56,11,18,44,49,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US12962,12962,ZCTA5 12962,1921,280,1074,152,847,187,(X),(X),52344,11381,46827,14177,57724,4704,61453,8062,52996,4760
8600000US12964,12964,ZCTA5 12964,69,36,35,22,34,24,(X),(X),-,**,47292,32010,N,N,N,N,N,N
8600000US12965,12965,ZCTA5 12965,130,42,87,31,43,21,(X),(X),42120,8638,31042,9521,44905,6886,50867,7150,32844,9998
8600000US12966,12966,ZCTA5 12966,795,109,483,85,312,74,(X),(X),39009,8942,30865,5036,40924,4061,43977,6307,36198,4775
8600000US12967,12967,ZCTA5 12967,259,50,142,28,117,34,(X),(X),50000,6787,38021,7505,43154,3690,46854,4525,38664,6727
8600000US12969,12969,ZCTA5 12969,103,31,56,21,47,16,(X),(X),51563,14944,40982,11697,44312,6480,49761,9333,37819,7510
8600000US12970,12970,ZCTA5 12970,215,68,136,54,79,33,(X),(X),14375,9286,30764,10684,27789,5228,24281,5974,33829,9372
8600000US12972,12972,ZCTA5 12972,2254,398,1334,254,920,206,(X),(X),43269,13597,38047,12018,56479,8810,60612,11520,50487,10875
8600000US12973,12973,ZCTA5 12973,56,26,29,18,27,18,(X),(X),51375,1473,-,**,46477,7586,54879,7675,37452,11409
8600000US12974,12974,ZCTA5 12974,341,89,244,74,97,38,(X),(X),47278,7451,38750,6129,60245,10265,68921,15772,38423,5890
8600000US12975,12975,ZCTA5 12975,117,73,69,47,48,33,(X),(X),-,**,40263,6594,73142,31260,95090,47978,41592,4962
8600000US12976,12976,ZCTA5 12976,59,27,33,18,26,15,(X),(X),45208,24901,61667,43446,65568,14586,54224,18581,79965,21372
8600000US12977,12977,ZCTA5 12977,231,116,231,116,0,11,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US12978,12978,ZCTA5 12978,63,68,32,35,31,33,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US12979,12979,ZCTA5 12979,793,146,432,89,361,81,(X),(X),62574,3750,39330,7615,56731,4783,66229,5162,45364,5865
8600000US12980,12980,ZCTA5 12980,279,61,153,36,126,38,(X),(X),56625,10016,33833,7434,53430,6795,64951,9950,39440,6713
8600000US12981,12981,ZCTA5 12981,760,193,488,149,272,101,(X),(X),60333,7376,50517,14369,57669,7095,60723,10463,52191,8798
8600000US12983,12983,ZCTA5 12983,2240,239,1200,176,1040,158,(X),(X),45422,5238,38235,3008,49157,3281,52624,4253,45156,3998
8600000US12985,12985,ZCTA5 12985,415,172,207,118,208,104,(X),(X),42650,16547,39167,34676,43995,6424,45426,9346,42572,10289
8600000US12986,12986,ZCTA5 12986,1992,187,1057,125,935,116,(X),(X),43884,5619,42823,3965,50132,4957,54490,8111,45205,4503
8600000US12987,12987,ZCTA5 12987,70,38,36,26,34,28,(X),(X),31250,24016,34167,13482,N,N,N,N,N,N
8600000US12989,12989,ZCTA5 12989,347,63,193,46,154,30,(X),(X),40893,11538,43636,4313,46018,3137,48451,5195,42969,3228
8600000US12992,12992,ZCTA5 12992,1595,290,914,192,681,151,(X),(X),48077,10175,43669,9340,50548,5328,52661,7817,47712,6702
8600000US12993,12993,ZCTA5 12993,492,93,287,57,205,49,(X),(X),33229,7444,35156,5437,52791,11476,60790,19117,41594,5164
8600000US12996,12996,ZCTA5 12996,774,109,443,84,331,66,(X),(X),39570,4163,31552,2147,46757,15782,53319,27973,37975,6163
8600000US12997,12997,ZCTA5 12997,442,86,228,47,214,52,(X),(X),46667,6150,40441,3448,51664,5734,59850,10957,42943,5232
8600000US12998,12998,ZCTA5 12998,150,95,71,52,79,71,(X),(X),-,**,40525,11315,N,N,N,N,N,N
8600000US13020,13020,ZCTA5 13020,24,16,16,14,8,7,(X),(X),63750,21504,43333,32104,N,N,N,N,N,N
8600000US13021,13021,ZCTA5 13021,11668,533,6517,405,5151,316,(X),(X),52078,1859,38719,1918,53842,1667,62415,2688,42995,1543
8600000US13024,13024,ZCTA5 13024,118,92,118,92,0,11,(X),(X),47381,17893,-,**,43641,9800,43641,9800,-,**
8600000US13026,13026,ZCTA5 13026,535,85,315,57,220,49,(X),(X),50602,7012,40682,4103,54726,6021,55097,7314,54195,9019
8600000US13027,13027,ZCTA5 13027,11623,628,6757,450,4866,379,(X),(X),61149,4279,44250,3646,64968,3216,73016,4783,53793,4226
8600000US13028,13028,ZCTA5 13028,365,146,215,105,150,76,(X),(X),33257,9476,-,**,47036,7325,40592,7825,56271,21350
8600000US13029,13029,ZCTA5 13029,2578,323,1432,216,1146,219,(X),(X),62357,12201,40336,3463,65527,11434,81266,19412,45860,6079
8600000US13030,13030,ZCTA5 13030,1548,277,989,197,559,184,(X),(X),48420,3662,40243,4110,52760,5244,54175,6706,50256,8346
8600000US13031,13031,ZCTA5 13031,5642,413,3242,268,2400,248,(X),(X),61587,3782,50110,3832,65221,3314,74213,5595,53074,3016
8600000US13032,13032,ZCTA5 13032,4510,354,2443,251,2067,245,(X),(X),50306,2290,36567,2373,49825,3559,54750,4736,44005,3881
8600000US13033,13033,ZCTA5 13033,1336,133,800,113,536,70,(X),(X),47159,9728,40000,5608,49970,3544,53822,4900,44220,3929
8600000US13034,13034,ZCTA5 13034,725,114,393,76,332,54,(X),(X),60673,13670,41111,3546,57572,7464,69592,13324,43342,6168
8600000US13035,13035,ZCTA5 13035,2771,283,1672,164,1099,185,(X),(X),55037,4845,45583,8985,79104,9839,92851,15533,58190,6154
8600000US13036,13036,ZCTA5 13036,2712,284,1521,196,1191,169,(X),(X),47195,3426,40807,2292,50785,2828,55608,4196,44625,2861
8600000US13037,13037,ZCTA5 13037,3266,272,1959,191,1307,196,(X),(X),51172,1737,45083,4400,56133,4074,60103,6279,50183,4250
8600000US13039,13039,ZCTA5 13039,6972,387,3885,226,3087,289,(X),(X),60526,4542,50056,4128,66576,2911,73029,4239,58454,3448
8600000US13040,13040,ZCTA5 13040,892,110,488,65,404,69,(X),(X),41531,1886,30887,1057,41353,2643,46505,4062,35130,2773
8600000US13041,13041,ZCTA5 13041,4803,383,2682,217,2121,242,(X),(X),58253,5687,49225,6005,61979,4855,66819,7638,55859,5661
8600000US13042,13042,ZCTA5 13042,858,234,509,145,349,115,(X),(X),41232,7385,30544,5413,46887,8663,53560,11023,37155,9130
8600000US13044,13044,ZCTA5 13044,840,153,479,105,361,89,(X),(X),44223,3944,37422,4243,52829,8193,57234,10913,46984,8399
8600000US13045,13045,ZCTA5 13045,8967,437,4998,310,3969,331,(X),(X),45972,2480,33830,3718,48217,2610,54554,3901,40238,2254
8600000US13051,13051,ZCTA5 13051,0,11,0,11,0,11,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US13052,13052,ZCTA5 13052,464,71,276,51,188,39,(X),(X),47619,4639,37083,8526,47288,3909,52162,6034,40132,3730
8600000US13053,13053,ZCTA5 13053,1307,159,697,114,610,105,(X),(X),52873,3372,52300,5762,64371,8920,67865,8405,60378,13382
8600000US13054,13054,ZCTA5 13054,559,177,286,107,273,102,(X),(X),53629,4470,31250,8871,43638,4867,50460,6741,36492,6532
8600000US13057,13057,ZCTA5 13057,5387,336,2847,240,2540,243,(X),(X),45837,5895,38685,1777,50143,2740,53097,3434,46832,3366
8600000US13060,13060,ZCTA5 13060,1057,170,543,133,514,117,(X),(X),46276,5155,42000,15377,52577,4882,58456,9139,46366,4366
8600000US13061,13061,ZCTA5 13061,394,89,226,56,168,48,(X),(X),48587,5768,43500,3767,47330,4961,49196,5745,44820,6592
8600000US13062,13062,ZCTA5 13062,42,66,21,33,21,33,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US13063,13063,ZCTA5 13063,883,195,594,167,289,72,(X),(X),40987,13593,57731,14684,55041,8193,53548,10065,58110,7324
8600000US13064,13064,ZCTA5 13064,7,10,5,9,2,3,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US13066,13066,ZCTA5 13066,4398,311,2494,236,1904,233,(X),(X),80781,12675,55662,6954,96508,8006,122626,13807,62298,5072
8600000US13068,13068,ZCTA5 13068,2275,300,1137,166,1138,185,(X),(X),50972,10343,39727,3710,51964,4944,58719,5986,45215,6075
8600000US13069,13069,ZCTA5 13069,7217,541,4267,357,2950,342,(X),(X),41237,1758,37127,2211,47958,2597,51710,4319,42532,2537
8600000US13071,13071,ZCTA5 13071,340,70,156,40,184,41,(X),(X),39167,11951,34265,4283,44146,4579,49528,7622,39582,4460
8600000US13072,13072,ZCTA5 13072,220,55,140,36,80,34,(X),(X),42917,14662,26250,6264,41616,7920,48911,10555,28850,5100
8600000US13073,13073,ZCTA5 13073,2551,312,1432,204,1119,182,(X),(X),49355,3328,39485,6230,53320,6571,54637,4545,51634,13404
8600000US13074,13074,ZCTA5 13074,1405,211,746,163,659,124,(X),(X),48415,4284,30657,2219,45598,3811,53508,6672,36644,4435
8600000US13076,13076,ZCTA5 13076,804,151,440,108,364,113,(X),(X),54091,4073,41284,8274,51179,7781,54914,8913,46665,10993
8600000US13077,13077,ZCTA5 13077,2433,239,1363,230,1070,143,(X),(X),41290,4840,38559,4689,46762,3727,52446,6468,39522,3387
8600000US13078,13078,ZCTA5 13078,3277,267,1997,179,1280,183,(X),(X),70852,9998,58692,6021,101200,12443,120691,19354,70792,8968
8600000US13080,13080,ZCTA5 13080,1309,204,623,119,686,128,(X),(X),48558,7290,38914,1477,47960,3819,53751,5355,42700,3847
8600000US13081,13081,ZCTA5 13081,350,57,191,36,159,39,(X),(X),51875,3792,47083,14940,70280,15686,81386,25253,56938,16654
8600000US13082,13082,ZCTA5 13082,1637,246,797,141,840,199,(X),(X),52214,10058,40833,6955,53800,6156,58010,6695,49806,10182
8600000US13083,13083,ZCTA5 13083,492,99,295,71,197,47,(X),(X),47768,6082,37159,8608,50083,4188,54487,6620,43487,5022
8600000US13084,13084,ZCTA5 13084,1502,330,758,186,744,184,(X),(X),51779,16060,42774,8339,53318,5470,60151,6609,46357,7305
8600000US13087,13087,ZCTA5 13087,49,57,6,6,43,57,(X),(X),-,**,96217,261,N,N,N,N,N,N
8600000US13088,13088,ZCTA5 13088,8305,536,4598,370,3707,337,(X),(X),47071,4714,44083,3467,51485,3137,53840,3403,48564,4565
8600000US13090,13090,ZCTA5 13090,11753,511,6345,351,5408,304,(X),(X),54477,2699,42925,2855,57853,2187,64225,3064,50377,2430
8600000US13092,13092,ZCTA5 13092,1003,140,584,118,419,75,(X),(X),52143,8564,35670,5727,50144,5429,56793,7294,40877,4220
8600000US13101,13101,ZCTA5 13101,884,146,450,83,434,88,(X),(X),43906,4443,39115,3068,44208,3421,48238,4917,40030,3390
8600000US13102,13102,ZCTA5 13102,0,11,0,11,0,11,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US13103,13103,ZCTA5 13103,110,108,44,52,66,60,(X),(X),-,**,-,**,N,N,N,N,N,N
8600000US13104,13104,ZCTA5 13104,5350,342,3339,244,2011,235,(X),(X),83424,7322,57050,5013,108204,9103,127754,13481,75744,8229
8600000US13108,13108,ZCTA5 13108,2229,196,1332,138,897,112,(X),(X),57333,8209,43494,5624,63147,5711,71978,8882,50032,3655
8600000US13110,13110,ZCTA5 13110,811,143,482,85,329,82,(X),(X),52250,3135,45507,3905,61420,9317,65915,14590,54835,7238
8600000US13111,13111,ZCTA5 13111,404,110,268,82,136,51,(X),(X),55435,12365,33214,13717,46751,4792,48980,7171,42359,9150
8600000US13112,13112,ZCTA5 13112,515,129,292,71,223,83,(X),(X),42500,7966,49063,22584,51658,6282,51203,10474,52253,10102
8600000US13113,13113,ZCTA5 13113,103,37,62,28,41,20,(X),(X),40357,12285,57250,27290,48228,6237,42953,6597,56205,12009
8600000US13114,13114,ZCTA5 13114,2153,230,1320,157,833,129,(X),(X),52464,5659,31953,2581,49256,2655,56012,4083,38551,3065
8600000US13115,13115,ZCTA5 13115,39,37,29,25,10,16,(X),(X),65417,23311,-,**,N,N,N,N,N,N
8600000US13116,13116,ZCTA5 13116,1247,265,594,152,653,193,(X),(X),49375,6332,38574,3798,54897,7644,66249,13716,44571,6722
8600000US13117,13117,ZCTA5 13117,63,33,38,22,25,17,(X),(X),34333,10434,65250,62973,47473,7408,45655,11850,50236,11858
8600000US13118,13118,ZCTA5 13118,1877,167,1049,107,828,105,(X),(X),46593,2943,39911,3810,48701,2983,52842,4894,43454,3059
8600000US13120,13120,ZCTA5 13120,746,182,371,96,375,111,(X),(X),41761,7084,34861,4867,49701,7911,48535,9289,50854,14885
8600000US13122,13122,ZCTA5 13122,476,96,288,72,188,66,(X),(X),45455,13845,30500,10022,52134,10030,61401,16848,37938,12833
8600000US13123,13123,ZCTA5 13123,131,127,97,108,34,39,(X),(X),36005,1056,-,**,N,N,N,N,N,N
8600000US13124,13124,ZCTA5 13124,19,8,14,8,5,5,(X),(X),42500,15515,25625,4410,45611,12121,52743,14491,25640,4614
8600000US13126,13126,ZCTA5 13126,9202,413,5202,339,4000,280,(X),(X),53354,3340,36713,2181,55608,2565,65184,4252,43154,2637
8600000US13131,13131,ZCTA5 13131,1073,156,644,103,429,85,(X),(X),42652,3277,35799,4257,45422,3319,48126,3296,41362,7302
8600000US13132,13132,ZCTA5 13132,1305,342,750,226,555,158,(X),(X),46341,6019,45092,7735,51462,7448,54547,8774,47293,8733
8600000US13134,13134,ZCTA5 13134,86,71,69,53,17,20,(X),(X),41289,6176,-,**,N,N,N,N,N,N
8600000US13135,13135,ZCTA5 13135,2142,268,1305,190,837,161,(X),(X),45804,10539,35740,5988,54643,7315,61550,10119,43873,6165
8600000US13136,13136,ZCTA5 13136,149,31,98,23,51,16,(X),(X),40000,8183,25625,10799,39646,6189,47500,9663,24553,4452
8600000US13138,13138,ZCTA5 13138,0,11,0,11,0,11,(X),(X),-,**,-,**,-,**,-,**,-,**
8600000US13140,13140,ZCTA5 13140,1558,140,934,99,624,79,(X),(X),42049,2577,35577,2255,42602,2131,45440,2817,38354,2685
8600000US13141,13141,ZCTA5 13141,200,65,133,45,67,33,(X),(X),52188,25124,35750,20566,45551,11903,49414,13870,37884,11274
8600000US13142,13142,ZCTA5 13142,1664,157,931,116,733,103,(X),(X),49663,2809,37985,2306,47522,3356,53145,5314,40381,3063
8600000US13143,13143,ZCTA5 13143,860,169,520,104,340,88,(X),(X),36523,2661,35266,9417,41857,3871,45568,5172,36181,5212
8600000US13144,13144,ZCTA5 13144,395,102,215,68,180,63,(X),(X),45662,7984,41250,15714,45846,5631,51208,8104,39440,5413
8600000US13145,13145,ZCTA5 13145,575,107,342,76,233,58,(X),(X),46800,13085,31012,6718,46559,4858,53639,7026,36168,5254
8600000US13146,13146,ZCTA5 13146,611,98,396,72,215,46,(X),(X),41970,4534,33583,5623,45925,5075,50891,7007,36777,5179
8600000US13147,13147,ZCTA5 13147,527,87,325,66,202,44,(X),(X),46719,8149,37375,6178,62606,16632,75016,26898,42638,4821
8600000US13148,13148,ZCTA5 13148,3201,259,1792,164,1409,158,(X),(X),52567,3144,36734,4502,55706,5462,65375,8426,43409,4289
8600000US13152,13152,ZCTA5 13152,2783,215,1827,138,956,150,(X),(X),71223,4151,53197,5045,105306,15488,124501,21172,68622,9215
8600000US13153,13153,ZCTA5 13153,197,90,80,43,117,53,(X),(X),65109,38687,28977,5975,N,N,N,N,N,N
8600000US13155,13155,ZCTA5 13155,202,61,102,36,100,34,(X),(X),42500,14471,26667,8441,37706,3931,41233,6968,34109,4564
8600000US13156,13156,ZCTA5 13156,688,120,426,85,262,67,(X),(X),49608,3475,37284,7374,50078,5279,53434,5783,44621,6386
8600000US13157,13157,ZCTA5 13157,125,63,72,46,53,32,(X),(X),41250,19975,30461,7896,39990,9242,46717,14676,30851,4587
8600000US13158,13158,ZCTA5 13158,420,56,236,39,184,43,(X),(X),40500,7919,36346,1660,47546,7215,54666,12314,38414,2651
8600000US13159,13159,ZCTA5 13159,1835,196,1144,130,691,108,(X),(X),54679,3677,46328,9455,62192,4957,66850,7519,54482,6362
8600000US13160,13160,ZCTA5 13160,649,126,373,85,276,59,(X),(X),51384,4448,36522,3726,48959,3292,52849,4378,43703,4370
8600000US13162,13162,ZCTA5 13162,178,91,67,64,111,70,(X),(X),81094,45775,25321,2513,N,N,N,N,N,N
8600000US13163,13163,ZCTA5 13163,150,59,79,35,71,32,(X),(X),41838,9355,36042,10752,42731,7803,45316,11815,39854,9398
